,name_x,rating_x,district,niche_grade_x,stu_number,ratio,name_y,rating_y,city,niche_grade_y,number_school,number_student
324,Westgate Elementary School,#326 Best Public Elementary Schools in Chicago Area,Arlington Heights School District No. 25,grade A minus,596,14:1,,,,,,
325,Western Trails Elementary School,#327 Best Public Elementary Schools in Chicago Area,Community Consolidated School District No. 93,grade A minus,302,10:1,,,,,,
326,Frank A. Brodnicki Elementary School,#328 Best Public Elementary Schools in Chicago Area,Indian Springs School District No. 109,grade A minus,641,15:1,,,,,,
327,Helen Keller Elementary School,#329 Best Public Elementary Schools in Chicago Area,Kirby School District No. 140,grade A minus,388,15:1,,,,,,
328,John A. Bannes Elementary School,#330 Best Public Elementary Schools in Chicago Area,Kirby School District No. 140,grade A minus,433,15:1,,,,,,
329,Abraham Lincoln Elementary School,#331 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,1002,20:1,,,,,,
330,Old Post Elementary School,#332 Best Public Elementary Schools in Chicago Area,Oswego Community Unit School District No. 308,grade A minus,462,15:1,Oswego Community Unit School District No. 308,#38 Best School Districts in Chicago Area,"OSWEGO, IL",grade A minus,22.0,17650.0
331,Grace McWayne Elementary School,#333 Best Public Elementary Schools in Chicago Area,Batavia Public School District 101,grade A minus,307,13:1,Batavia Public School District 101,#31 Best School Districts in Chicago Area,"BATAVIA, IL",grade A,8.0,5527.0
332,West Elementary School,#334 Best Public Elementary Schools in Chicago Area,Crystal Lake Community Consolidated School District No. 47,grade A minus,508,15:1,,,,,,
333,Christa McAuliffe School,#335 Best Public Elementary Schools in Chicago Area,Kirby School District No. 140,grade A minus,565,17:1,,,,,,
334,Country Trails Elementary School,#336 Best Public Elementary Schools in Chicago Area,Central Community Unit School District No. 301,grade A minus,639,17:1,,,,,,
335,The Wheatlands Elementary School,#337 Best Public Elementary Schools in Chicago Area,Oswego Community Unit School District No. 308,grade A minus,572,17:1,Oswego Community Unit School District No. 308,#38 Best School Districts in Chicago Area,"OSWEGO, IL",grade A minus,22.0,17650.0
336,Woodland Elementary School,#338 Best Public Elementary Schools in Chicago Area,Woodland Community Consolidated School District No. 50,grade A minus,1364,12:1,,,,,,
337,Northwest School,#339 Best Public Elementary Schools in Chicago Area,Evergreen Park Elementary School District No. 124,grade A minus,286,11:1,,,,,,
338,M.L. King Jr. Lab Experimental School,#340 Best Public Elementary Schools in Chicago Area,Evanston Community Consolidated School District No. 65,grade A minus,535,11:1,,,,,,
339,Woods Creek Elementary School,#341 Best Public Elementary Schools in Chicago Area,Crystal Lake Community Consolidated School District No. 47,grade A minus,575,14:1,,,,,,
340,H.C. Storm Elementary School,#342 Best Public Elementary Schools in Chicago Area,Batavia Public School District 101,grade A minus,354,15:1,Batavia Public School District 101,#31 Best School Districts in Chicago Area,"BATAVIA, IL",grade A,8.0,5527.0
341,Blaine Elementary School,#343 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,805,15:1,,,,,,
342,Edgebrook Elementary School,#344 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,509,17:1,,,,,,
343,Madison Elementary School,#345 Best Public Elementary Schools in Chicago Area,Lombard School District No. 44,grade A minus,525,12:1,,,,,,
344,Carol Stream Elementary School,#346 Best Public Elementary Schools in Chicago Area,Community Consolidated School District No. 93,grade A minus,306,12:1,,,,,,
345,Bell Elementary School,#347 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,1005,17:1,,,,,,
346,Dundee Highlands Elementary School,#348 Best Public Elementary Schools in Chicago Area,Community Unit School District No. 300,grade A minus,348,16:1,Community Unit School District No. 300,#41 Best School Districts in Chicago Area,"ALGONQUIN, IL",grade B+,28.0,20613.0
347,Hoffman Elementary School,#349 Best Public Elementary Schools in Chicago Area,Glenview Community Consolidated School District No. 34,grade A minus,500,13:1,,,,,,
348,Spring Grove Elementary School,#350 Best Public Elementary Schools in Chicago Area,Nippersink School District No. 2,grade A minus,324,12:1,,,,,,
349,Arbor View Elementary School,#351 Best Public Elementary Schools in Chicago Area,Community Consolidated School District 89,grade A minus,310,14:1,,,,,,
350,Elizabeth Eichelberger Elementary School,#352 Best Public Elementary Schools in Chicago Area,Plainfield School District No. 202,grade A minus,636,14:1,Plainfield School District No. 202,#42 Best School Districts in Chicago Area,"PLAINFIELD, IL",grade B+,30.0,26033.0
351,Churchill Elementary School,#353 Best Public Elementary Schools in Chicago Area,Glen Ellyn School District No. 41,grade A minus,661,14:1,,,,,,
352,William Beye Elementary School,#354 Best Public Elementary Schools in Chicago Area,Oak Park Elementary School District No. 97,grade A minus,397,12:1,,,,,,
353,Meadow Ridge School,#355 Best Public Elementary Schools in Chicago Area,Orland School District No. 135,grade A minus,619,15:1,,,,,,
354,Lincoln Elementary School,#356 Best Public Elementary Schools in Chicago Area,Plainfield School District No. 202,grade A minus,680,17:1,Plainfield School District No. 202,#42 Best School Districts in Chicago Area,"PLAINFIELD, IL",grade B+,30.0,26033.0
355,Whittier Elementary School,#357 Best Public Elementary Schools in Chicago Area,Downers Grove Grade School District No. 58,grade A minus,328,18:1,,,,,,
356,John Wood Elementary School,#358 Best Public Elementary Schools in Chicago Area,Merrillville Community School Corporation,grade A minus,316,17:1,,,,,,
357,Grande Park Elementary School,#359 Best Public Elementary Schools in Chicago Area,Oswego Community Unit School District No. 308,grade A minus,602,19:1,Oswego Community Unit School District No. 308,#38 Best School Districts in Chicago Area,"OSWEGO, IL",grade A minus,22.0,17650.0
358,Elmer H. Franzen Intermediate School,#360 Best Public Elementary Schools in Chicago Area,Itasca School District No. 10,grade A minus,314,11:1,,,,,,
359,Churchill Elementary School,#361 Best Public Elementary Schools in Chicago Area,Oswego Community Unit School District No. 308,grade A minus,516,15:1,Oswego Community Unit School District No. 308,#38 Best School Districts in Chicago Area,"OSWEGO, IL",grade A minus,22.0,17650.0
360,Hampshire Elementary School,#362 Best Public Elementary Schools in Chicago Area,Community Unit School District No. 300,grade A minus,466,16:1,Community Unit School District No. 300,#41 Best School Districts in Chicago Area,"ALGONQUIN, IL",grade B+,28.0,20613.0
361,William F. Murphy Elementary School,#363 Best Public Elementary Schools in Chicago Area,Woodridge School District 68,grade A minus,419,15:1,,,,,,
362,Westfield School,#364 Best Public Elementary Schools in Chicago Area,Winthrop Harbor School District No. 1,grade A minus,298,13:1,,,,,,
363,Beiriger Elementary School,#365 Best Public Elementary Schools in Chicago Area,Griffith Public Schools,grade A minus,496,18:1,Griffith Public Schools,#50 Best School Districts in Chicago Area,"GRIFFITH, IN",grade B,5.0,2260.0
364,Sward Elementary School,#366 Best Public Elementary Schools in Chicago Area,Oak Lawn-Hometown School District No. 123,grade A minus,508,17:1,,,,,,
365,McCarty Elementary School,#367 Best Public Elementary Schools in Chicago Area,Indian Prairie Community Unit School District No. 204,grade A minus,538,14:1,Indian Prairie Community Unit School District No. 204,#12 Best School Districts in Chicago Area,"AURORA, IL",grade A+,33.0,26906.0
366,Newton Yost Elementary School,#368 Best Public Elementary Schools in Chicago Area,Duneland School Corporation,grade A minus,376,18:1,Duneland School Corporation,#32 Best School Districts in Chicago Area,"CHESTERTON, IN",grade A,9.0,5865.0
367,Eisenhower Academy,#369 Best Public Elementary Schools in Chicago Area,Joliet Public School District No. 86,grade A minus,242,18:1,,,,,,
368,Oscar Mayer Magnet School,#370 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,719,15:1,,,,,,
369,Abraham Lincoln Elementary School,#371 Best Public Elementary Schools in Chicago Area,Oak Park Elementary School District No. 97,grade A minus,678,14:1,,,,,,
370,Stone Scholastic Academy,#372 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,616,16:1,,,,,,
371,North Elementary School,#373 Best Public Elementary Schools in Chicago Area,Community Consolidated School District No. 62,grade A minus,432,10:1,,,,,,
372,Oriole Park Elementary School,#374 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,717,17:1,,,,,,
373,Gilberts Elementary School,#375 Best Public Elementary Schools in Chicago Area,Community Unit School District No. 300,grade A minus,762,18:1,Community Unit School District No. 300,#41 Best School Districts in Chicago Area,"ALGONQUIN, IL",grade B+,28.0,20613.0
374,Ludwig Elementary School,#376 Best Public Elementary Schools in Chicago Area,Will County School District No. 92,grade A minus,292,13:1,,,,,,
375,Ardmore Elementary School,#377 Best Public Elementary Schools in Chicago Area,DuPage County School District No. 45,grade A minus,503,18:1,,,,,,
376,Pleasant Ridge Elementary School,#378 Best Public Elementary Schools in Chicago Area,Glenview Community Consolidated School District No. 34,grade A minus,532,13:1,,,,,,
377,Kenneth E. Neubert Elementary School,#379 Best Public Elementary Schools in Chicago Area,Community Unit School District No. 300,grade A minus,487,14:1,Community Unit School District No. 300,#41 Best School Districts in Chicago Area,"ALGONQUIN, IL",grade B+,28.0,20613.0
378,LaSalle II Magnet Elementary School,#380 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,546,14:1,,,,,,
379,Brook Park Elementary School,#381 Best Public Elementary Schools in Chicago Area,Brookfield Lagrange Park School District No. 95,grade A minus,866,15:1,,,,,,
380,Ridge Elementary School,#382 Best Public Elementary Schools in Chicago Area,Plainfield School District No. 202,grade A minus,549,14:1,Plainfield School District No. 202,#42 Best School Districts in Chicago Area,"PLAINFIELD, IL",grade B+,30.0,26033.0
381,Blythe Park Elementary School,#383 Best Public Elementary Schools in Chicago Area,Riverside School District No. 96,grade A minus,221,15:1,,,,,,
382,Luther J. Schilling School,#384 Best Public Elementary Schools in Chicago Area,Homer Community Consolidated School District 33C,grade A minus,740,15:1,,,,,,
383,Mark Twain Elementary School,#385 Best Public Elementary Schools in Chicago Area,East Maine School District No. 63,grade A minus,416,13:1,,,,,,
384,Indian Trail Elementary School,#386 Best Public Elementary Schools in Chicago Area,Summit Hill School District No. 161,grade A minus,342,12:1,,,,,,
385,Mary Endres Elementary School,#387 Best Public Elementary Schools in Chicago Area,Woodstock Community Unit School District No. 200,grade A minus,449,18:1,Woodstock Community Unit School District No. 200,#39 Best School Districts in Chicago Area,"WOODSTOCK, IL",grade A minus,12.0,6332.0
386,Sleepy Hollow Elementary School,#388 Best Public Elementary Schools in Chicago Area,Community Unit School District No. 300,grade A minus,309,12:1,Community Unit School District No. 300,#41 Best School Districts in Chicago Area,"ALGONQUIN, IL",grade B+,28.0,20613.0
387,Prairiewood Elementary School,#389 Best Public Elementary Schools in Chicago Area,Woodstock Community Unit School District No. 200,grade A minus,389,14:1,Woodstock Community Unit School District No. 200,#39 Best School Districts in Chicago Area,"WOODSTOCK, IL",grade A minus,12.0,6332.0
388,Jean Baptiste Beaubien Elementary School,#390 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,1048,19:1,,,,,,
389,Westwood Elementary School,#391 Best Public Elementary Schools in Chicago Area,Woodstock Community Unit School District No. 200,grade A minus,347,17:1,Woodstock Community Unit School District No. 200,#39 Best School Districts in Chicago Area,"WOODSTOCK, IL",grade A minus,12.0,6332.0
390,Anna McDonald Elementary School,#392 Best Public Elementary Schools in Chicago Area,Manhattan School District No. 114,grade A minus,520,18:1,,,,,,
391,Stella May Swartz Elementary School,#393 Best Public Elementary Schools in Chicago Area,Salt Creek School District No. 48,grade A minus,166,14:1,,,,,,
392,Lester Elementary School,#394 Best Public Elementary Schools in Chicago Area,Downers Grove Grade School District No. 58,grade A minus,517,18:1,,,,,,
393,Willow Creek Elementary School,#395 Best Public Elementary Schools in Chicago Area,Woodridge School District 68,grade A minus,299,13:1,,,,,,
394,Roy De Shane Elementary School,#396 Best Public Elementary Schools in Chicago Area,Community Consolidated School District No. 93,grade A minus,295,13:1,,,,,,
395,Burley School,#397 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,554,18:1,,,,,,
396,Flint Lake Elementary School,#398 Best Public Elementary Schools in Chicago Area,Valparaiso Community Schools,grade A minus,457,19:1,Valparaiso Community Schools,#37 Best School Districts in Chicago Area,"VALPARAISO, IN",grade A minus,12.0,6278.0
397,Eagle Pointe Elementary School,#399 Best Public Elementary Schools in Chicago Area,Plainfield School District No. 202,grade A minus,669,16:1,Plainfield School District No. 202,#42 Best School Districts in Chicago Area,"PLAINFIELD, IL",grade B+,30.0,26033.0
398,William E. Young School,#400 Best Public Elementary Schools in Chicago Area,Homer Community Consolidated School District 33C,grade A minus,469,16:1,,,,,,
399,Elsie C. Johnson Elementary School,#401 Best Public Elementary Schools in Chicago Area,Community Consolidated School District No. 93,grade A minus,305,9:1,,,,,,
400,Wildwood World Magnet School,#402 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,485,16:1,,,,,,
401,Prairie Point Elementary School,#403 Best Public Elementary Schools in Chicago Area,Oswego Community Unit School District No. 308,grade A minus,463,14:1,Oswego Community Unit School District No. 308,#38 Best School Districts in Chicago Area,"OSWEGO, IL",grade A minus,22.0,17650.0
402,Fairmount Elementary School,#404 Best Public Elementary Schools in Chicago Area,Downers Grove Grade School District No. 58,grade A minus,334,17:1,,,,,,
403,Bristol Grade School,#405 Best Public Elementary Schools in Chicago Area,Yorkville Community Unit School District No. 115,grade A minus,267,17:1,Yorkville Community Unit School District No. 115,#47 Best School Districts in Chicago Area,"YORKVILLE, IL",grade B+,9.0,6255.0
404,Troy Shorewood School,#406 Best Public Elementary Schools in Chicago Area,Troy Community Consolidated School District No. 30-C,grade A minus,447,15:1,,,,,,
405,Longwood Elementary School,#407 Best Public Elementary Schools in Chicago Area,Indian Prairie Community Unit School District No. 204,grade A minus,369,12:1,Indian Prairie Community Unit School District No. 204,#12 Best School Districts in Chicago Area,"AURORA, IL",grade A+,33.0,26906.0
406,Pennoyer Elementary School,#408 Best Public Elementary Schools in Chicago Area,NORRIDGE,grade A minus,434,15:1,,,,,,
407,Prairieview Elementary School,#409 Best Public Elementary Schools in Chicago Area,Center Cass School District No. 66,grade A minus,369,16:1,,,,,,
408,Dryden Elementary School,#410 Best Public Elementary Schools in Chicago Area,Arlington Heights School District No. 25,grade A minus,483,15:1,,,,,,
409,Anne Sullivan Elementary School,#411 Best Public Elementary Schools in Chicago Area,Prospect Heights School District No. 23,grade A minus,327,14:1,,,,,,
410,Ravenswood Elementary School,#412 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,553,15:1,,,,,,
411,Drummond Elementary School,#413 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,311,16:1,,,,,,
412,Meadowview Elementary School,#414 Best Public Elementary Schools in Chicago Area,Woodridge School District 68,grade A minus,375,12:1,,,,,,
413,Southbury Elementary School,#415 Best Public Elementary Schools in Chicago Area,Oswego Community Unit School District No. 308,grade A minus,587,15:1,Oswego Community Unit School District No. 308,#38 Best School Districts in Chicago Area,"OSWEGO, IL",grade A minus,22.0,17650.0
414,Pioneer Elementary School,#416 Best Public Elementary Schools in Chicago Area,Valley View Community Unit School District No. 365-U,grade A minus,490,15:1,Valley View Community Unit School District No. 365-U,#44 Best School Districts in Chicago Area,"ROMEOVILLE, IL",grade B+,20.0,15979.0
415,Liberty Elementary School,#418 Best Public Elementary Schools in Chicago Area,Plainfield School District No. 202,grade A minus,574,15:1,Plainfield School District No. 202,#42 Best School Districts in Chicago Area,"PLAINFIELD, IL",grade B+,30.0,26033.0
416,Poe Elementary Classical School,#419 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,193,18:1,,,,,,
417,Solomon Elementary School,#420 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,348,15:1,,,,,,
418,Husmann Elementary School,#421 Best Public Elementary Schools in Chicago Area,Crystal Lake Community Consolidated School District No. 47,grade A minus,471,14:1,,,,,,
419,High Point Elementary School,#422 Best Public Elementary Schools in Chicago Area,Orland School District No. 135,grade A minus,482,15:1,,,,,,
420,Coonley Elementary School,#423 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,1027,17:1,,,,,,
421,Sauganash Elementary School,#424 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,664,20:1,,,,,,
422,Norwood Park Elementary School,#425 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,440,16:1,,,,,,
423,Central Road Elementary School,#426 Best Public Elementary Schools in Chicago Area,Palatine Community Consolidated School District No. 15,grade A minus,502,17:1,,,,,,
424,LaSalle Elementary Language Academy,#427 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade A minus,523,13:1,,,,,,
425,Euclid Elementary School,#428 Best Public Elementary Schools in Chicago Area,River Trails School District No. 26,grade A minus,459,11:1,,,,,,
426,Hazelgreen Elementary School,#429 Best Public Elementary Schools in Chicago Area,Alsip-Hazelgreen-Oak Lawn School District No. 126,grade A minus,262,13:1,,,,,,
427,Henry W. Longfellow Elementary School,#430 Best Public Elementary Schools in Chicago Area,Wheeling Community Consolidated School District No. 21,grade A minus,405,17:1,,,,,,
428,J. Leigh Elementary School,#431 Best Public Elementary Schools in Chicago Area,Norridge School District No. 80,grade A minus,549,14:1,,,,,,
429,River Valley School,#432 Best Public Elementary Schools in Chicago Area,Lemont-Bromberek Combined School District 113A,grade B+,737,19:1,,,,,,
430,Jane Stenson School,#433 Best Public Elementary Schools in Chicago Area,Skokie School District No. 68,grade B+,341,13:1,,,,,,
431,Mitchell Elementary School,#434 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,395,15:1,,,,,,
432,William J. Butler School,#435 Best Public Elementary Schools in Chicago Area,Homer Community Consolidated School District 33C,grade B+,469,15:1,,,,,,
433,Hawthorn Elementary School North,#436 Best Public Elementary Schools in Chicago Area,Hawthorn Community Consolidated School District No. 73,grade B+,526,11:1,,,,,,
434,Bailly Elementary School,#437 Best Public Elementary Schools in Chicago Area,Duneland School Corporation,grade B+,452,19:1,Duneland School Corporation,#32 Best School Districts in Chicago Area,"CHESTERTON, IN",grade A,9.0,5865.0
435,Westfield Community School,#438 Best Public Elementary Schools in Chicago Area,Community Unit School District No. 300,grade B+,1345,15:1,Community Unit School District No. 300,#41 Best School Districts in Chicago Area,"ALGONQUIN, IL",grade B+,28.0,20613.0
436,Patton Elementary School,#439 Best Public Elementary Schools in Chicago Area,Arlington Heights School District No. 25,grade B+,409,14:1,,,,,,
437,Memorial Elementary School,#441 Best Public Elementary Schools in Chicago Area,Tinley Park Community Consolidated School District No. 146,grade B+,324,12:1,,,,,,
438,Alcott Elementary School,#442 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,674,1260:1,,,,,,
439,Glacier Ridge Elementary School,#443 Best Public Elementary Schools in Chicago Area,Crystal Lake Community Consolidated School District No. 47,grade B+,629,13:1,,,,,,
440,Mt. Greenwood School,#444 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,1231,21:1,,,,,,
441,Betsy Ross Elementary School,#445 Best Public Elementary Schools in Chicago Area,Prospect Heights School District No. 23,grade B+,292,16:1,,,,,,
442,Belle Aire Elementary School,#446 Best Public Elementary Schools in Chicago Area,Downers Grove Grade School District No. 58,grade B+,243,16:1,,,,,,
443,Goodrich Elementary School,#447 Best Public Elementary Schools in Chicago Area,Woodridge School District 68,grade B+,400,15:1,,,,,,
444,Woodview School,#448 Best Public Elementary Schools in Chicago Area,Grayslake Community Consolidated School District No. 46,grade B+,428,16:1,,,,,,
445,Red Oak Elementary School,#449 Best Public Elementary Schools in Chicago Area,North Shore School District No. 112,grade B+,259,11:1,,,,,,
446,Conrad Fischer Elementary School,#450 Best Public Elementary Schools in Chicago Area,Elmhurst School District No. 205,grade B+,506,14:1,Elmhurst School District No. 205,#13 Best School Districts in Chicago Area,"ELMHURST, IL",grade A+,13.0,8596.0
447,Palos East Elementary School,#451 Best Public Elementary Schools in Chicago Area,Palos Community Consolidated School District No. 118,grade B+,644,14:1,,,,,,
448,Lincoln Prairie Elementary School,#452 Best Public Elementary Schools in Chicago Area,Community Unit School District No. 300,grade B+,478,15:1,Community Unit School District No. 300,#41 Best School Districts in Chicago Area,"ALGONQUIN, IL",grade B+,28.0,20613.0
449,Fox Chase Elementary School,#453 Best Public Elementary Schools in Chicago Area,Oswego Community Unit School District No. 308,grade B+,577,15:1,Oswego Community Unit School District No. 308,#38 Best School Districts in Chicago Area,"OSWEGO, IL",grade A minus,22.0,17650.0
450,Ebinger Elementary School,#454 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,871,19:1,,,,,,
451,Robert Healy Elementary School,#455 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,1366,18:1,,,,,,
452,Park East School,#456 Best Public Elementary Schools in Chicago Area,Grayslake Community Consolidated School District No. 46,grade B+,358,12:1,,,,,,
453,Goodings Grove School,#457 Best Public Elementary Schools in Chicago Area,Homer Community Consolidated School District 33C,grade B+,399,14:1,,,,,,
454,Olson Elementary School,#458 Best Public Elementary Schools in Chicago Area,Woodstock Community Unit School District No. 200,grade B+,404,16:1,Woodstock Community Unit School District No. 200,#39 Best School Districts in Chicago Area,"WOODSTOCK, IL",grade A minus,12.0,6332.0
455,Howard B. Thomas Grade School,#459 Best Public Elementary Schools in Chicago Area,Central Community Unit School District No. 301,grade B+,646,16:1,,,,,,
456,Highland Elementary School,#460 Best Public Elementary Schools in Chicago Area,Skokie School District No. 68,grade B+,413,14:1,,,,,,
457,Northeast Elementary School,#461 Best Public Elementary Schools in Chicago Area,Evergreen Park Elementary School District No. 124,grade B+,324,11:1,,,,,,
458,Arbury Hills Elementary School,#462 Best Public Elementary Schools in Chicago Area,Summit Hill School District No. 161,grade B+,185,12:1,,,,,,
459,McDade Classical School,#463 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,176,18:1,,,,,,
460,A.N. Pritzker School,#464 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,748,18:1,,,,,,
461,Arcadia Elementary School,#465 Best Public Elementary Schools in Chicago Area,Matteson Elementary School District No. 162,grade B+,556,14:1,,,,,,
462,Briargate Elementary School,#466 Best Public Elementary Schools in Chicago Area,Cary Community Consolidated School District No. 26,grade B+,373,14:1,,,,,,
463,Indian Prairie Elementary School,#467 Best Public Elementary Schools in Chicago Area,Crystal Lake Community Consolidated School District No. 47,grade B+,499,12:1,,,,,,
464,Windsor Elementary School,#468 Best Public Elementary Schools in Chicago Area,Arlington Heights School District No. 25,grade B+,526,12:1,,,,,,
465,Emmons Grade School,#469 Best Public Elementary Schools in Chicago Area,ANTIOCH,grade B+,302,11:1,,,,,,
466,V.H. Nelson Elementary School,#470 Best Public Elementary Schools in Chicago Area,East Maine School District No. 63,grade B+,503,14:1,,,,,,
467,Spring Hills Elementary School,#471 Best Public Elementary Schools in Chicago Area,Roselle School District No. 12,grade B+,465,13:1,,,,,,
468,Worth Elementary School,#472 Best Public Elementary Schools in Chicago Area,Worth School District No. 127,grade B+,388,14:1,,,,,,
469,Indian Trail Elementary School,#473 Best Public Elementary Schools in Chicago Area,Downers Grove Grade School District No. 58,grade B+,361,15:1,,,,,,
470,Bert H. Fulton School,#474 Best Public Elementary Schools in Chicago Area,Tinley Park Community Consolidated School District No. 146,grade B+,466,12:1,,,,,,
471,Komarek Elementary School,#475 Best Public Elementary Schools in Chicago Area,NORTH RIVERSIDE,grade B+,497,12:1,,,,,,
472,J.B. Nelson Elementary School,#476 Best Public Elementary Schools in Chicago Area,Batavia Public School District 101,grade B+,392,14:1,Batavia Public School District 101,#31 Best School Districts in Chicago Area,"BATAVIA, IL",grade A,8.0,5527.0
473,Sycamore Trails Elementary School,#477 Best Public Elementary Schools in Chicago Area,School District U-46,grade B+,665,20:1,,,,,,
474,Lakewood Creek Elementary School,#478 Best Public Elementary Schools in Chicago Area,Oswego Community Unit School District No. 308,grade B+,691,17:1,Oswego Community Unit School District No. 308,#38 Best School Districts in Chicago Area,"OSWEGO, IL",grade A minus,22.0,17650.0
475,South Elementary School,#479 Best Public Elementary Schools in Chicago Area,Crystal Lake Community Consolidated School District No. 47,grade B+,388,11:1,,,,,,
476,Highland Elementary School,#480 Best Public Elementary Schools in Chicago Area,Downers Grove Grade School District No. 58,grade B+,384,19:1,,,,,,
477,Greenwood Elementary School,#481 Best Public Elementary Schools in Chicago Area,Woodstock Community Unit School District No. 200,grade B+,295,14:1,Woodstock Community Unit School District No. 200,#39 Best School Districts in Chicago Area,"WOODSTOCK, IL",grade A minus,12.0,6332.0
478,Wayne Thomas Elementary School,#482 Best Public Elementary Schools in Chicago Area,North Shore School District No. 112,grade B+,321,11:1,,,,,,
479,Jonas E. Salk Elementary School,#483 Best Public Elementary Schools in Chicago Area,Valley View Community Unit School District No. 365-U,grade B+,606,15:1,Valley View Community Unit School District No. 365-U,#44 Best School Districts in Chicago Area,"ROMEOVILLE, IL",grade B+,20.0,15979.0
480,Gary D. Wright Elementary School,#484 Best Public Elementary Schools in Chicago Area,Community Unit School District No. 300,grade B+,810,17:1,Community Unit School District No. 300,#41 Best School Districts in Chicago Area,"ALGONQUIN, IL",grade B+,28.0,20613.0
481,Westmore Elementary School,#485 Best Public Elementary Schools in Chicago Area,DuPage County School District No. 45,grade B+,385,15:1,,,,,,
482,Judith Morton Johnston Elementary School,#486 Best Public Elementary Schools in Chicago Area,School Town of Highland,grade B+,457,22:1,School Town of Highland,#45 Best School Districts in Chicago Area,"HIGHLAND, IN",grade B+,6.0,3224.0
483,John C Haines Elementary School,#487 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,634,18:1,,,,,,
484,Glen Hill Primary School,#488 Best Public Elementary Schools in Chicago Area,Queen Bee School District No. 16,grade B+,371,14:1,,,,,,
485,Spring Trail Elementary School,#489 Best Public Elementary Schools in Chicago Area,School District U-46,grade B+,341,18:1,,,,,,
486,Mark Sheridan Math & Science Academy,#490 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,554,18:1,,,,,,
487,William L. Thompson School,#491 Best Public Elementary Schools in Chicago Area,Lake Villa Community Consolidated School District No. 41,grade B+,605,17:1,,,,,,
488,Robert C. Hill Elementary School,#492 Best Public Elementary Schools in Chicago Area,Valley View Community Unit School District No. 365-U,grade B+,727,14:1,Valley View Community Unit School District No. 365-U,#44 Best School Districts in Chicago Area,"ROMEOVILLE, IL",grade B+,20.0,15979.0
489,Troy Crossroads Elementary School,#493 Best Public Elementary Schools in Chicago Area,Troy Community Consolidated School District No. 30-C,grade B+,565,14:1,,,,,,
490,Burr Elementary School,#494 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,461,18:1,,,,,,
491,Thomas Edison Elementary School,#495 Best Public Elementary Schools in Chicago Area,Skokie School District No. 69,grade B+,513,13:1,,,,,,
492,Western Avenue Elementary School,#496 Best Public Elementary Schools in Chicago Area,Flossmoor School District No. 161,grade B+,472,15:1,,,,,,
493,Canty Elementary School,#497 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,786,16:1,,,,,,
494,Walt Disney Magnet School,#498 Best Public Elementary Schools in Chicago Area,Chicago Public Schools,grade B+,1503,18:1,,,,,,
495,Henry Puffer School,#499 Best Public Elementary Schools in Chicago Area,Downers Grove Grade School District No. 58,grade B+,394,18:1,,,,,,
